ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
712-83-3589|30011047084448|David|Vincent|M|256 Anderson Views|Sanford|FL|32773|28.7644|-81.282|78268|Bonds trader|1979-10-05|749741704141|adults_2550_male_urban.json
078-12-0125|3552658216551466|Christopher|Humphrey|M|08888 May Hills|Pound|VA|24279|37.0927|-82.6016|5541|Clinical biochemist|1943-01-12|263317147652|adults_50up_male_urban.json
456-22-2624|4569314935488106|Michelle|Vasquez|F|6199 Joel Mountains|Houston|TX|77074|29.6896|-95.5106|2906700|Production engineer|1990-09-04|95550437876|adults_2550_female_urban.json
813-22-5227|3575933585151492|Donald|Beck|M|6723 Barton Via Apt. 188|Ladera Ranch|CA|92694|33.5472|-117.6238|21944|Cytogeneticist|1961-06-26|829342110000|adults_50up_male_urban.json
769-07-7197|6011595587042535|Michael|Stout|M|673 Mary Groves Suite 607|Los Angeles|CA|90046|34.1074|-118.3652|2383912|Actor|1979-10-06|602051400592|adults_2550_male_urban.json
220-97-8118|4805712166296680|Mark|Barker|M|42890 Jackson Plains Suite 446|Memphis|TN|38116|35.0303|-90.0123|697385|Accountant, chartered certified|1973-03-04|719967446180|adults_50up_male_urban.json
677-52-8294|180089932191336|Morgan|Morse|F|17953 Rosario Place Suite 645|Marysville|PA|17053|40.3351|-76.9722|5001|Administrator, education|1973-01-24|340518811898|adults_50up_female_urban.json
265-04-5067|4163166417000332|Jessica|Smith|F|2120 Lara Spring Suite 058|San Antonio|TX|78227|29.4027|-98.6433|1595797|Agricultural engineer|1966-07-29|913512404331|adults_50up_female_urban.json
334-54-9724|639028917081|Shirley|Shaw|F|42075 Andrew Throughway Suite 722|Louisville|KY|40216|38.1865|-85.8335|736284|Museum education officer|1974-08-26|660714545508|adults_50up_female_urban.json
401-57-3698|4860150085854914654|Austin|Mosley|M|27195 Richard Orchard|De Pere|WI|54115|44.4388|-88.0806|41178|Community education officer|1978-10-21|461765772742|adults_2550_male_urban.json
682-75-7051|213172016485476|Angela|Robinson|F|196 Jon Course Apt. 004|Frederick|MD|21701|39.4461|-77.335|120323|Financial controller|1984-12-29|424703115429|adults_2550_female_urban.json
381-83-6406|3553930581876243|April|Nielsen|F|01061 Paul Walks Apt. 618|Elmendorf Afb|AK|99506|61.2515|-149.8127|7749|Video editor|1978-05-27|786849624015|adults_2550_female_urban.json
713-70-7062|346614501818786|Jack|Brown|M|4361 Matthew Haven|Salem|VA|24153|37.2853|-80.0692|37761|Dietitian|1996-10-15|729104566840|adults_2550_male_urban.json
734-50-1598|213124152121936|Richard|Lewis|M|00603 Lisa Union Suite 957|Chicago Ridge|IL|60415|41.7017|-87.7774|14139|Ergonomist|1952-10-29|818053994240|adults_50up_male_urban.json
377-56-4863|4089452072594038|Jon|Baker|M|133 Sarah Passage Suite 552|Hayward|CA|94544|37.6374|-122.067|177085|Control and instrumentation engineer|1994-09-19|411555889615|adults_2550_male_urban.json
887-80-4189|4851413632558612|David|Navarro|M|56131 David Shoal|Upper Lake|CA|95485|39.1804|-122.9144|2557|Financial planner|1978-04-03|152439758772|adults_2550_male_urban.json
714-54-7691|3582135221111895|Amanda|Armstrong|F|087 Nicole Ford|Billerica|MA|01821|42.5519|-71.2518|30310|Armed forces training and education officer|1946-01-07|719841161323|adults_50up_female_urban.json
193-67-9908|2720860208289688|Madison|Gardner|F|35862 Nicole Land Apt. 588|Denver|CO|80222|39.671|-104.9279|990452|Production engineer|1964-12-26|723641763921|adults_50up_female_urban.json
608-56-8197|675968790245|Diane|Green|F|59864 Johnson Stream|San Bernardino|CA|92407|34.2166|-117.3908|236660|Television production assistant|2003-04-03|752417125418|young_adults_female_urban.json
030-19-9451|639075422480|Kevin|Johnson|M|6898 Mallory Field Apt. 596|Tehachapi|CA|93561|35.043|-118.5022|34630|Marketing executive|1997-09-12|561629811392|adults_2550_male_urban.json
694-68-1748|4348454536793263347|Gregory|Wallace|M|75966 Stephanie Highway|Cranston|RI|02920|41.7716|-71.4659|70908|Information officer|1954-07-26|466690871529|adults_50up_male_urban.json
532-86-4393|3589571070611408|Todd|Jackson|M|596 Nicholas Keys|San Bernardino|CA|92407|34.2166|-117.3908|236660|Scientist, research (life sciences)|1977-12-01|937740566483|adults_2550_male_urban.json
183-98-9622|349443604884868|Nathan|Jones|M|4575 Powell Curve|Williamsburg|VA|23185|37.2732|-76.7324|85370|Podiatrist|1990-12-21|234725900303|adults_2550_male_urban.json
613-90-0195|4897303659077461|Jessica|Clements|F|40970 Morgan Turnpike|Dundalk|MD|21222|39.2655|-76.4935|55786|Air traffic controller|1994-04-17|760682518705|adults_2550_female_urban.json
842-26-3385|4317274963184|William|Kelly|M|26101 Mcgee Vista Suite 263|Hanover|MA|02339|42.1214|-70.857|13879|Doctor, general practice|2004-11-06|47604319153|young_adults_male_urban.json
810-67-5513|38884620542012|Brandon|Barnes|M|2634 Christopher Pass|De Soto|WI|54624|43.4807|-91.1333|1383|Sports administrator|1962-05-07|309632220412|adults_50up_male_rural.json
830-92-7207|3518182715131947|Kelly|Singh|F|6343 Reynolds Landing|Mishawaka|IN|46545|41.6835|-86.1682|55841|Product manager|1958-05-31|114820670328|adults_50up_female_urban.json
710-68-6585|4547374571472746|Todd|Manning|M|98071 John Manors|Granada Hills|CA|91344|34.2771|-118.4992|51747|Probation officer|1970-07-25|113871458561|adults_50up_male_urban.json
742-14-5433|372373997704144|Sandra|Rogers|F|36432 Micheal Terrace Apt. 632|Center|MO|63436|39.5154|-91.5398|1155|Risk analyst|1938-06-07|495886849828|adults_50up_female_rural.json
348-34-8209|4042109979885760192|Jared|Butler|M|793 Trevor Plain Apt. 607|Pittsburgh|PA|15215|40.5048|-79.9138|687276|Television camera operator|1969-03-05|655064323978|adults_50up_male_urban.json
871-73-7978|3507983381013621|Douglas|Hunter|M|95264 Olson Well|Glendale|AZ|85308|33.6539|-112.1694|280389|Forensic psychologist|1995-01-21|356165240256|adults_2550_male_urban.json
198-94-2918|4054678848805958|Dennis|Mitchell|M|28923 Yates Forges|Denison|TX|75021|33.7169|-96.5235|29908|Production manager|1987-06-26|950459839510|adults_2550_male_urban.json
725-37-3155|4137249288409692|Randy|Stewart|M|537 Skinner Coves|Hauppauge|NY|11788|40.8231|-73.1958|16821|Editor, commissioning|2005-06-23|167225998446|young_adults_male_urban.json
141-11-5205|3556022247032135|Rachael|Daniel|F|8006 Smith Spur|Van Nuys|CA|91406|34.2006|-118.4868|166616|Osteopath|1958-04-20|163203205974|adults_50up_female_urban.json
237-72-5933|370793200822445|Michael|Higgins|M|06108 Stewart Valleys|Northridge|CA|91325|34.2353|-118.5188|96496|Radiographer, diagnostic|1982-08-05|305177771158|adults_2550_male_urban.json
193-53-4173|639064151181|Breanna|Jackson|F|29501 David Fall|Minneapolis|MN|55411|44.9996|-93.3005|1022298|Engineer, broadcasting (operations)|1937-02-02|815520068539|adults_50up_female_urban.json
772-16-3561|3585814273502212|Micheal|Harrington|M|1019 Walker Divide|Purcellville|VA|20132|39.1436|-77.7342|15900|Chief Executive Officer|2006-01-12|360777533104|young_adults_male_urban.json
515-83-4869|4814351941997988|Sheila|Washington|F|19115 Pham Fords|Mundelein|IL|60060|42.2636|-88.0048|37189|Clothing/textile technologist|1970-07-28|480236883390|adults_50up_female_urban.json
054-11-4791|5148820645620090|Joshua|Welch|M|65293 Anderson Route Apt. 056|Rockford|IL|61101|42.2922|-89.1161|189162|Make|1976-08-13|757683849706|adults_2550_male_urban.json
634-92-1550|6512794401305970|Carlos|Salinas|M|249 Shaffer Mount|Chicago Ridge|IL|60415|41.7017|-87.7774|14139|Engineer, civil (consulting)|1969-08-17|433861900500|adults_50up_male_urban.json
888-71-8349|36192022854049|Alexis|Powell|F|6845 Craig Underpass|Cumming|GA|30040|34.2321|-84.158|129584|Podiatrist|1933-03-07|720474201781|adults_50up_female_urban.json
351-70-4291|213190604598278|Joshua|Campbell|M|56497 Megan Drive Apt. 269|Castleton|VT|05735|43.6223|-73.1708|4402|Scientific laboratory technician|1992-04-25|344006373240|adults_2550_male_urban.json
229-35-5888|4843092697886|Marissa|Clark|F|208 Watts Cape|Amarillo|TX|79109|35.1663|-101.8868|220580|Medical laboratory scientific officer|1941-12-31|285186240232|adults_50up_female_urban.json
537-02-3099|4058565951974395043|Virginia|Phillips|F|920 Ramirez Lakes Suite 912|Columbus|OH|43220|40.0495|-83.0669|783285|Secondary school teacher|2001-08-14|78214604836|young_adults_female_urban.json
826-58-9345|4422832995874279638|Aaron|Ramirez|M|509 Compton Place Suite 416|Palm Bay|FL|32907|28.0168|-80.6739|104966|Engineer, chemical|1999-04-14|607936864833|adults_2550_male_urban.json
519-86-1041|060459251215|Barbara|Browning|F|2311 Good Lane Suite 563|Middle Haddam|CT|06456|41.538|-72.5252|295|Physiological scientist|2003-03-18|244245455365|young_adults_female_rural.json
697-38-3168|4901564075567|Keith|Atkinson|M|7359 Hannah Fields Suite 257|Parlier|CA|93648|36.6103|-119.5375|15719|Programmer, systems|1936-01-05|769924639662|adults_50up_male_urban.json
403-16-6937|376576406336557|Jordan|Wilson|M|06967 Greene Ridges|Park Ridge|NJ|07656|41.0343|-74.0396|8669|Educational psychologist|1993-08-02|980458143200|adults_2550_male_urban.json
417-20-3713|4369285156283794775|Mark|Jones|M|36010 Fry Manors|De Soto|KS|66018|38.9462|-94.9714|5760|Purchasing manager|1972-11-28|847753963576|adults_50up_male_urban.json
377-28-4633|3503581654980619|Kayla|Collins|F|760 Foley Lock Suite 603|Atlanta|GA|30315|33.7051|-84.3808|900273|Mining engineer|1973-06-05|970132045700|adults_50up_female_urban.json
174-37-2135|180062271921738|Jennifer|Adkins|F|6739 Nicholas Springs Apt. 727|Denver|CO|80232|39.6895|-105.0908|990452|Research officer, trade union|1970-03-02|179348227988|adults_50up_female_urban.json
683-25-6776|376147665716408|Stephanie|Moore|F|234 Olsen Junction|Elizabeth|NJ|07202|40.6565|-74.2215|124967|Production assistant, radio|1979-08-22|292806365229|adults_2550_female_urban.json
609-12-7462|6582614810995788|Robert|Stuart|M|80703 Kaitlyn Keys|Riverdale|CA|93656|36.4295|-119.872|6313|Nurse, mental health|2004-07-28|458548802770|young_adults_male_urban.json
010-44-3167|4851983860695|James|White|M|9110 Alexander Plains Suite 586|Liberty|MO|64068|39.2989|-94.4363|36280|Engineer, production|1989-09-20|762594220428|adults_2550_male_urban.json
029-34-0901|4161661306354853969|Brandon|Lamb|M|8088 Leonard Shoal|Greenleaf|KS|66943|39.7061|-96.9775|505|Purchasing manager|1983-09-22|291605868263|adults_2550_male_rural.json
697-75-8566|3558402493871386|Lindsay|Chang|F|354 Parks Junction Apt. 573|Reno|NV|89523|39.5249|-119.9031|276896|Biomedical engineer|1979-05-20|137273741453|adults_2550_female_urban.json
615-42-2167|6011457824566364|Daniel|Howard|M|163 Williamson Mews|Irwin|PA|15642|40.3191|-79.7205|45286|Estate manager/land agent|1973-01-30|98265055869|adults_50up_male_urban.json
249-26-3255|180068369570014|Gary|Johnson|M|3162 James Islands|Jetmore|KS|67854|38.0738|-99.9327|1407|Ophthalmologist|1978-10-27|133935068571|adults_2550_male_rural.json
269-25-3921|371205749213860|April|Gordon|F|87024 Morales Union Suite 310|Humble|TX|77396|29.9507|-95.2622|194500|Psychotherapist, dance movement|1974-10-01|701790353779|adults_50up_female_urban.json
057-62-0487|639096089672|Eric|Perez|M|345 Mora Lodge Apt. 563|Tucson|AZ|85710|32.2138|-110.824|865276|Financial trader|1995-11-27|18851982210|adults_2550_male_urban.json
084-03-1291|4312303672682|Douglas|Perez|M|169 James Burgs|Bay|AR|72411|35.7456|-90.5507|2294|Engineer, maintenance (IT)|1966-05-26|823450706877|adults_50up_male_rural.json
132-06-6560|4804248511688397|Christopher|Li|M|67858 Hall Unions Suite 667|Cortland|OH|44410|41.3251|-80.7327|17409|Phytotherapist|1952-12-06|811457466262|adults_50up_male_urban.json
132-79-3404|501873703877|Rebecca|Roberts|F|3850 Nathan Mission Apt. 445|Carrollton|TX|75007|33.0033|-96.882|119595|Magazine features editor|1983-03-07|177183372077|adults_2550_female_urban.json
377-82-8387|180042109438055|Ricardo|Parks|M|489 Adam Crest Suite 080|Yorkville|NY|13495|43.1116|-75.2756|2144|Psychotherapist|1972-03-25|869162280421|adults_50up_male_rural.json
226-74-3758|4676004270983965|Nicole|Rogers|F|338 Robin Lakes Apt. 634|Corpus Christi|TX|78413|27.691|-97.3983|306433|Producer, radio|1994-03-24|88607323080|adults_2550_female_urban.json
706-50-8117|213147805445295|Christopher|Robertson|M|148 Angela Green Suite 921|Abbeville|LA|70510|29.9466|-92.2416|25313|Risk manager|1975-11-11|221504714306|adults_2550_male_urban.json
730-06-5679|180068694618413|James|Quinn|M|1787 Hanna Trail|Covington|OH|45318|40.1176|-84.3496|5365|Commissioning editor|1969-06-29|356610745840|adults_50up_male_urban.json
199-17-6744|4630257865357863|Jason|Stevens|M|0321 Danielle Stravenue|Chesapeake|VA|23325|36.814|-76.2406|222272|Dietitian|1986-03-25|353378223536|adults_2550_male_urban.json
085-46-4502|30441851996835|Michael|Castillo|M|89082 Todd Burgs Suite 960|Mount Pleasant|PA|15666|40.1742|-79.5134|16461|Development worker, international aid|1960-04-28|245660665929|adults_50up_male_urban.json
522-03-4530|30327224375817|Ashley|Anderson|F|971 Jones Grove Suite 771|Mc Dade|TX|78650|30.2968|-97.2386|1599|Music tutor|1974-08-07|125424039685|adults_50up_female_rural.json
631-26-8579|676262786111|Joseph|Berry|M|344 Mary Mews|Detroit|MI|48205|42.4313|-82.9813|673342|Armed forces technical officer|2005-07-16|565510398592|young_adults_male_urban.json
231-43-9097|3543540858420493|Philip|Fuller|M|767 Hamilton Island|Kalamazoo|MI|49001|42.2736|-85.5457|158937|Ergonomist|1963-08-13|574452057472|adults_50up_male_urban.json
574-67-1249|4392413373326408191|Madison|Collins|F|08427 Michael Prairie|Blythe|CA|92225|33.7464|-114.6681|24310|Clinical embryologist|1947-06-09|99333115354|adults_50up_female_urban.json
685-65-7013|4829612052870019063|Christopher|Mitchell|M|12256 Johnny Forges Suite 629|Delray Beach|FL|33444|26.4564|-80.0793|107599|Designer, furniture|1997-01-19|42596962158|adults_2550_male_urban.json
359-34-6015|6570370701095576|Paula|Gomez|F|7843 Davis Cove|Independence|MO|64050|39.0983|-94.4111|123373|Public relations officer|1977-10-22|848887541892|adults_2550_female_urban.json
693-89-9115|379117818875812|Heather|Lawrence|F|623 Steven Grove|Sherwood|AR|72120|34.8807|-92.2303|31610|Barista|1993-10-30|710831933755|adults_2550_female_urban.json
589-47-7813|2286210004719403|Jessica|Murphy|F|590 James Mills Apt. 861|Fort Worth|TX|76134|32.6469|-97.3325|813980|Immigration officer|1973-10-21|929529797178|adults_50up_female_urban.json
085-07-2323|30423783762311|Nathaniel|Merritt|M|12605 Mckee Squares Apt. 926|Hopewell Junction|NY|12533|41.5603|-73.7939|25307|Network engineer|1932-03-26|178619071363|adults_50up_male_urban.json
398-18-0856|2244214876302984|James|Anderson|M|80319 Watts Plains|Oak Ridge|LA|71264|32.6243|-91.7618|1045|Landscape architect|1935-10-24|400256991957|adults_50up_male_rural.json
197-95-5721|213163747888245|Erin|Harvey|F|878 Jennifer Forest|Springfield|VA|22153|38.7449|-77.237|104396|Tax inspector|1945-01-15|863805732696|adults_50up_female_urban.json
203-98-2132|213139275413879|Anthony|Livingston|M|0547 Bell Falls Suite 136|Demorest|GA|30535|34.5756|-83.5696|7042|Water quality scientist|1989-07-14|889232450953|adults_2550_male_urban.json
816-21-4905|3541071787896753|Nancy|Barker|F|45457 Taylor Wall|Irvington|AL|36544|30.4802|-88.2396|12476|Merchant navy officer|1966-02-27|512089980777|adults_50up_female_urban.json
213-22-6497|3537244497122697|Ernest|Jones|M|9200 Kimberly Key|Apple Valley|CA|92307|34.5291|-117.2132|77467|Sales promotion account executive|1973-06-21|259303245713|adults_50up_male_urban.json
763-07-2203|3508953897064011|Christine|Hensley|F|967 Ross Forges Suite 692|Barnardsville|NC|28709|35.7748|-82.4567|2225|General practice doctor|1973-01-08|74722526949|adults_50up_female_rural.json
738-74-9827|4180447940505156|Kevin|Jacobs|M|35627 Patricia Club Apt. 500|Miami|FL|33125|25.7825|-80.2341|1737737|Tour manager|1990-02-28|533001398664|adults_2550_male_urban.json
635-81-5953|4281774089884|Eric|Ray|M|311 Mclaughlin Highway Suite 164|Pittsburg|CA|94565|38.0031|-121.9172|84641|Engineer, site|1956-07-22|269489752160|adults_50up_male_urban.json
604-68-2137|213167009741885|Jennifer|Glover|F|571 Morrow Roads Apt. 075|Bay Shore|NY|11706|40.7051|-73.243|62543|Loss adjuster, chartered|1957-08-02|523256102177|adults_50up_female_urban.json
417-84-1543|6584130093220644|James|Smith|M|2983 Deleon Ramp Suite 102|Blackwood|NJ|08012|39.7901|-75.0367|38992|Retail manager|1992-02-18|733157161970|adults_2550_male_urban.json
182-77-6608|4264928031515|Lori|Martin|F|8177 Bonnie Rue Apt. 578|Merced|CA|95340|37.2983|-120.4649|97703|Engineer, chemical|1943-10-19|255225084522|adults_50up_female_urban.json
544-14-2089|4532526001183|Margaret|Oneal|F|73888 Sarah Club|Syosset|NY|11791|40.8146|-73.5024|25076|Curator|2000-12-18|95204214229|young_adults_female_urban.json
641-26-6805|341010745205002|Kevin|Ray|M|715 William Landing|Wichita|KS|67211|37.6662|-97.3165|409656|Community pharmacist|1967-06-22|71699049185|adults_50up_male_urban.json
873-42-0381|4122501128750827|James|Pham|M|097 Angela Mill|Sacramento|CA|95823|38.4797|-121.4438|757530|Warehouse manager|1948-05-06|105610624831|adults_50up_male_urban.json
247-64-1761|3504514146881755|Nicole|Brown|F|348 Matthew Ranch Apt. 275|Chardon|OH|44024|41.5719|-81.2056|23557|Estate agent|1957-04-01|459392006050|adults_50up_female_urban.json
309-61-0917|343347509178357|Monique|Lee|F|0585 Craig Landing Suite 771|Chicago|IL|60653|41.8196|-87.6126|2680484|Public affairs consultant|1945-12-31|25691401052|adults_50up_female_urban.json
463-47-7740|6527106104203076|Daniel|Padilla|M|86828 Marc Village Suite 800|Midway|AR|72651|36.3933|-92.4881|1206|Psychologist, sport and exercise|1992-04-14|948891673855|adults_2550_male_rural.json
575-50-1908|6011085347550746|Traci|Garcia|F|3944 Mcgee Extension Suite 626|Eagle|CO|81631|39.6341|-106.7588|8215|Engineer, technical sales|1996-08-14|981816075146|adults_2550_female_urban.json
600-90-8558|2248334941552995|Christopher|Murray|M|35899 Wilson Valleys Suite 001|Poplar Grove|IL|61065|42.3594|-88.8428|11156|Engineer, energy|1964-10-07|125002472703|adults_50up_male_urban.json
803-87-8071|180018797892936|Anthony|Brown|M|2584 Lisa Center Apt. 625|Sykesville|MD|21784|39.4567|-76.9696|37941|Agricultural engineer|1992-03-08|299661836210|adults_2550_male_urban.json
394-86-6469|580689025527|Scott|Meyer|M|78407 Jose Crescent Apt. 241|Independence|MO|64057|39.0731|-94.3533|123373|Paediatric nurse|1973-05-30|747186642797|adults_50up_male_urban.json
107-64-7337|4797309053301929|Erin|Charles|F|7048 Yang Island Apt. 231|Aurora|IL|60506|41.7664|-88.3446|206095|Fish farm manager|1974-10-20|497272386993|adults_50up_female_urban.json
773-99-4813|3571565037150070|David|Robertson|M|8201 Austin Stravenue|Spokane|WA|99202|47.6547|-117.381|342856|Clinical cytogeneticist|1975-09-27|351802222239|adults_2550_male_urban.json
415-23-0787|36795757186971|Brenda|Smith|F|9736 Hurley Passage|Castalian Springs|TN|37031|36.3806|-86.3107|3712|Production assistant, radio|1967-07-31|789426627638|adults_50up_female_urban.json
597-34-9658|3531511081783134|Gary|Ellis|M|366 Timothy Lodge|Lexington|KY|40508|38.0513|-84.499|296965|Media planner|1983-05-27|92372952095|adults_2550_male_urban.json
523-31-7625|6011617125507587|Deborah|Gonzalez|F|782 Adams Centers|Burlington|WA|98233|48.4786|-122.3345|14871|Sports development officer|2000-05-29|218856908048|adults_2550_female_urban.json
678-35-5028|4028855991086|Jesus|Rodriguez|M|6357 Megan Village Apt. 868|Bonne Terre|MO|63628|37.9314|-90.5251|16014|Engineer, drilling|1985-11-17|65118235103|adults_2550_male_urban.json
749-27-9070|3554370112699286|Lisa|Wong|F|9761 Kyle Place|Newburgh|IN|47630|37.9637|-87.3938|34423|Research officer, trade union|1991-03-29|706411550701|adults_2550_female_urban.json
045-13-3635|5198624531157186|Theresa|Ingram|F|27106 Ortiz Ville Suite 565|International Falls|MN|56649|48.5344|-93.1317|9932|Special educational needs teacher|1984-05-13|35434270631|adults_2550_female_urban.json
652-92-9491|5237497364567125|Rodney|Park|M|876 Jones Knoll Suite 213|North Las Vegas|NV|89031|36.2589|-115.1718|214518|Bookseller|1989-03-25|92862028831|adults_2550_male_urban.json
388-68-3961|3528297672207114|Daniel|Diaz|M|66894 Jacobs Park|Roswell|NM|88203|33.3718|-104.5284|57051|Surveyor, minerals|1970-04-24|469034367598|adults_50up_male_urban.json
286-38-8034|4457195549686|David|Moore|M|604 Samantha Extensions Apt. 771|Indianapolis|IN|46201|39.775|-86.1093|910148|Radiographer, diagnostic|1967-02-16|421293992808|adults_50up_male_urban.json
605-37-4452|4839632470042955474|Travis|Martin|M|3168 Amanda Light|New Harmony|UT|84757|37.455|-113.268|1167|Surveyor, mining|1938-01-13|297131288487|adults_50up_male_rural.json
634-82-9836|38675329998392|Brian|Castillo|M|905 Pugh Prairie Suite 824|Sacramento|CA|95816|38.5728|-121.4675|757530|Pensions consultant|1967-08-06|325670059639|adults_50up_male_urban.json
790-15-1094|213134670061696|Cindy|Leon|F|81063 Atkinson Spur Suite 218|Telluride|CO|81435|37.94|-107.8214|4965|Microbiologist|1937-05-28|614337600498|adults_50up_female_urban.json
403-09-6548|4054649859017|John|Mccann|M|01755 Kelly Shores Apt. 578|Philadelphia|PA|19133|39.9925|-75.1415|1526206|Colour technologist|1991-04-04|100023432574|adults_2550_male_urban.json
484-63-0392|2283387928392914|Susan|Colon|F|187 Macdonald Underpass|Van Nuys|CA|91401|34.1802|-118.4324|166616|Armed forces technical officer|1996-11-10|859231193315|adults_2550_female_urban.json
229-97-2350|6011843237603565|John|Taylor|M|2472 Eric Manors Suite 728|San Diego|CA|92139|32.6806|-117.0474|1241364|Firefighter|1967-08-22|269043935704|adults_50up_male_urban.json
765-31-2599|4032227561758346|Melanie|Powers|F|3098 Jessica Passage|Nottingham|NH|03290|43.1196|-71.111|4731|Charity officer|1962-08-04|819128983415|adults_50up_female_urban.json
147-37-2331|4296359752288320933|Kevin|Tate|M|92936 Gonzales Land|Milton|NH|03851|43.4229|-71.0114|4040|Charity fundraiser|2000-08-23|375163386045|young_adults_male_urban.json
753-77-5107|4429737268323348334|John|Gomez|M|378 Davis Ranch Apt. 116|Galion|OH|44833|40.7303|-82.7939|17121|Landscape architect|1968-11-16|125479976628|adults_50up_male_urban.json
431-33-5675|6575705717159186|Daniel|Hall|M|56255 David Isle|Billings|MT|59101|45.7745|-108.5005|128125|Structural engineer|1942-09-13|121569413152|adults_50up_male_urban.json
057-91-3978|3511373202201734|Tracey|Fernandez|F|60686 Fisher Alley|Rye|NY|10580|40.9734|-73.6907|17208|Quarry manager|1961-05-27|682970637942|adults_50up_female_urban.json
424-37-8912|180039987568193|Christopher|Hudson|M|110 Christine Pine Suite 938|Norfolk|VA|23505|36.9168|-76.2875|242803|Energy manager|1963-11-15|14258567906|adults_50up_male_urban.json
251-19-7263|342969486320131|Molly|Campos|F|3323 Mcintyre Rest Apt. 186|Evanston|IL|60202|42.0302|-87.6865|79009|Museum/gallery conservator|1981-10-17|971990210203|adults_2550_female_urban.json
114-10-5554|2294465923965970|Kristina|Reynolds|F|80047 James Estates|Madisonville|LA|70447|30.4287|-90.1773|10150|Pension scheme manager|1975-05-28|816215872915|adults_50up_female_urban.json
541-65-8706|4913497310538889315|Pamela|Hanson|F|4282 Joan Crossing|Bloomington|IN|47401|39.1401|-86.5083|126925|Plant breeder/geneticist|1939-04-29|837661458465|adults_50up_female_urban.json
680-80-8062|4821210151060971|Robert|Turner|M|042 Bonnie Spring Suite 663|Niles|IL|60714|42.0312|-87.8112|29931|Civil engineer, contracting|1963-03-06|38533190178|adults_50up_male_urban.json
318-43-3296|2720422365327148|Stephen|Olson|M|507 Shepherd Flat|Enfield|CT|06082|41.989|-72.5652|44654|Estate agent|1964-04-14|140958530780|adults_50up_male_urban.json
470-48-0648|3544831749360165|Brad|Espinoza|M|630 Gonzalez Estates Apt. 575|Shamokin|PA|17872|40.792|-76.6016|9943|Sports administrator|1945-11-19|580943047663|adults_50up_male_urban.json
214-77-1949|30013898810293|Frank|Alexander|M|33586 Jason Way|Villas|NJ|08251|39.0219|-74.9354|10364|Curator|1958-02-22|144553873731|adults_50up_male_urban.json
299-98-2149|4410144230566574|Jesse|Smith|M|25174 Kevin Crossing Apt. 843|Lebanon|PA|17042|40.3316|-76.3976|66923|Warehouse manager|1935-10-21|917132441799|adults_50up_male_urban.json
577-26-9292|561696466805|Ralph|Hernandez|M|874 Rodriguez Road Apt. 766|Lansing|MI|48911|42.6797|-84.5772|162150|Colour technologist|2000-01-20|305575617949|adults_2550_male_urban.json
821-88-6155|4976646926590284|Troy|Kennedy|M|469 Holder Plains Apt. 545|Holyoke|CO|80734|40.5825|-102.2825|3045|Psychotherapist|1968-07-14|267915964034|adults_50up_male_urban.json
831-58-9151|4013768352813728|Megan|Thompson|F|6535 Carl Park|South Bend|IN|46628|41.7015|-86.2949|145459|Biomedical engineer|1950-07-05|373578560246|adults_50up_female_urban.json
846-61-2204|6579830020304331|Amber|Gibbs|F|001 Rhonda Ville Suite 323|Danville|IL|61832|40.137|-87.6217|45744|Retail buyer|1976-08-25|341635751262|adults_2550_female_urban.json
584-79-5552|370627181063191|Joseph|Mitchell|M|6764 Taylor Ridge|Hoschton|GA|30548|34.0866|-83.7803|15870|Amenity horticulturist|2003-08-03|956339911253|young_adults_male_urban.json
730-54-5286|2295126547370422|Rachel|Brown|F|52387 Dunlap Terrace Suite 000|Waukesha|WI|53188|43.0128|-88.2705|95015|Tax inspector|1956-11-21|375937269708|adults_50up_female_urban.json
355-08-6666|4576338123543365|Amber|Long|F|76020 Johnson Gateway|Lansdowne|PA|19050|39.9375|-75.2637|28073|Psychotherapist, dance movement|1949-11-29|988861747514|adults_50up_female_urban.json
848-69-0711|4697607904660|Alison|Rogers|F|199 Berry Field|Wooster|OH|44691|40.8094|-81.9483|43753|Graphic designer|1964-02-01|671167206969|adults_50up_female_urban.json
070-84-6370|2289028798262258|Gabrielle|Cook|F|94508 Ryan Burg Apt. 634|Ogden|UT|84401|41.2215|-111.9621|186422|Administrator, Civil Service|1976-02-04|711169694102|adults_2550_female_urban.json
775-49-1281|6011133363452809|Derrick|Robinson|M|644 Olsen Tunnel|Baltimore|MD|21239|39.361|-76.5891|635495|Sales professional, IT|1952-03-31|442791046274|adults_50up_male_urban.json
280-54-1572|348681591567407|Lorraine|Vazquez|F|179 Rodney Skyway Apt. 257|Richmond|VA|23227|37.6247|-77.4351|536907|Biomedical engineer|1967-09-13|31752322410|adults_50up_female_urban.json
632-68-2715|4897147067596509|William|Shaffer|M|19797 Turner Rue|Woodstock|NY|12498|42.0348|-74.112|4851|Producer, television/film/video|1989-12-17|712994642195|adults_2550_male_urban.json
571-53-0471|2295612466256957|Austin|Singleton|M|2802 Meadows Turnpike|New York City|NY|10002|40.7152|-73.9877|1577385|Haematologist|1986-11-29|894006654029|adults_2550_male_urban.json
679-38-8178|4978513681948044631|Terry|Jennings|M|27291 Garcia Crossing|Suttons Bay|MI|49682|44.9656|-85.6423|4253|Claims inspector/assessor|1958-05-29|116539393069|adults_50up_male_urban.json
